,price_log,bedrooms,bathrooms,sqft_living_log,sqft_lot,floors,waterfront,view,condition,grade,sqft_above_log,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15_log,sqft_lot15,distance
23,5.402605241919915,2,1.5,3.0293837776852097,9643,1.0,0,0,3,7,3.0293837776852097,0,1985,0,98030,47.3533,-122.166,3.0863598306747484,8386,32.27250882386688
24,5.517195897949974,3,2.25,3.3891660843645326,6500,2.0,0,0,4,8,3.3891660843645326,0,1985,0,98030,47.3739,-122.172,3.342422680822206,6865,29.97578131983828
25,5.367355921026019,3,2.0,3.2329961103921536,4697,1.5,0,0,5,6,3.2329961103921536,0,1941,0,98002,47.3048,-122.218,3.012837224705172,4705,36.31694189449959
26,5.971739590887778,3,1.75,3.3891660843645326,2691,2.0,0,0,3,8,3.2430380486862944,700,1915,0,98119,47.6386,-122.36,3.24551266781415,3573,3.3580503607139094
27,5.824125833916549,3,1.0,3.146128035678238,1581,1.5,0,0,5,8,3.146128035678238,0,1909,0,98112,47.6221,-122.314,3.2695129442179165,3861,0.5606988546042695
28,5.6414741105041,3,1.75,3.1818435879447726,6380,1.0,0,0,3,7,2.8976270912904414,730,1948,0,98115,47.695,-122.304,3.1818435879447726,6235,8.007249972131076
29,5.8567288903828825,4,2.5,3.4099331233312946,7173,2.0,0,0,3,8,3.4099331233312946,0,2005,0,98052,47.7073,-122.11,3.419955748489758,6026,18.358873288226594
30,5.763802224074593,3,2.5,3.3654879848909,3980,2.0,0,0,3,8,3.3654879848909,0,2003,0,98027,47.5391,-122.07,3.41161970596323,3980,21.102805179714153
31,5.447158031342219,2,1.5,3.0755469613925306,1265,3.0,0,0,3,7,3.0755469613925306,0,2005,0,98133,47.7274,-122.357,3.143014800254095,1756,11.821356098233235
32,5.8372727025023,4,1.75,3.367355921026019,5000,1.5,0,0,4,7,3.1789769472931693,820,1929,0,98117,47.6823,-122.368,3.164352855784437,5000,7.392186696427564
33,5.7283537820212285,3,1.0,3.037426497940624,3000,1.5,0,0,4,8,3.037426497940624,0,1929,0,98117,47.6889,-122.375,3.1958996524092336,5080,8.288723100761628
34,5.508529718971286,4,2.75,3.3138672203691533,6659,1.0,0,0,3,7,3.1072099696478683,780,1981,0,98058,47.4276,-122.157,3.305351369446624,8720,25.075759104339614
35,5.842609239610562,3,2.5,3.361727836017593,3060,1.5,0,0,3,8,3.1789769472931693,790,1930,2002,98115,47.6827,-122.31,3.2013971243204513,3264,6.589313109316997
36,5.740362689494244,4,1.0,3.220108088040055,34848,1.0,0,0,1,5,2.9684829485539352,730,1933,0,98052,47.6621,-122.132,3.3344537511509307,11467,14.820427285722948
37,5.8061799739838875,4,2.0,3.3729120029701067,6000,2.0,0,0,4,8,3.3729120029701067,0,1904,0,98107,47.6702,-122.362,3.2380461031287955,4700,6.000314364579554
38,5.380211241711606,4,1.0,3.0863598306747484,8075,1.0,0,0,2,7,2.949390006644913,330,1969,0,98001,47.3341,-122.282,3.110589710299249,7800,32.35361259905056
39,5.781755374652469,4,2.5,3.4183012913197452,7553,2.0,0,0,3,8,3.4183012913197452,0,1996,0,98056,47.5301,-122.18,3.4183012913197452,11884,14.874067199478915
40,5.795880017344075,4,2.5,3.4099331233312946,5520,2.0,0,0,3,9,3.4099331233312946,0,2000,0,98074,47.6145,-122.027,3.392696953259666,5669,22.12310443085981
41,5.889301702506311,4,2.25,3.625312450961674,24186,1.0,0,0,3,8,3.4149733479708178,1620,1984,0,98166,47.445,-122.347,3.3820170425748683,30617,19.986669199580994
42,5.935502227576441,5,2.75,3.555698894718901,5639,2.0,0,0,3,9,3.555698894718901,0,2014,0,98053,47.6848,-122.016,3.5593080109070123,5639,23.889587790009372
43,5.835690571492425,3,1.0,3.1958996524092336,2280,2.0,0,0,3,7,3.1958996524092336,0,1922,0,98119,47.6413,-122.364,3.1986570869544226,2640,3.768482718363856
44,5.489958479424835,3,1.0,3.1072099696478683,9656,1.0,0,0,4,6,2.963787827345555,360,1959,0,98058,47.4485,-122.175,3.1271047983648077,8808,22.38482796777339
45,5.688419822002711,3,2.5,3.499687082618404,13603,2.0,0,0,3,8,3.499687082618404,0,2003,0,98019,47.7443,-121.977,3.484299839346786,9232,29.088333104899405
46,5.323231468114774,3,1.0,2.99563519459755,8528,1.0,0,0,3,6,2.99563519459755,0,1966,0,98023,47.3066,-122.371,3.089198366805149,8840,35.47847725752728
47,5.894869656745253,4,2.5,3.359835482339888,13416,2.0,0,0,4,9,3.359835482339888,0,1981,0,98007,47.6194,-122.151,3.428134794028789,13685,12.786175142170189
48,5.653212513775344,3,1.75,3.0969100130080562,5963,1.0,0,0,4,7,3.0969100130080562,0,1953,0,98115,47.6796,-122.301,2.9867717342662448,5100,6.37202162435895
49,6.1303337684950066,3,2.5,3.4398062113933303,65005,1.0,1,2,5,9,3.3354579006893843,588,1953,0,98070,47.4041,-122.451,3.428134794028789,72513,26.327269020835388
50,5.357934847000454,3,1.0,3.0755469613925306,9199,1.0,0,0,3,7,3.0755469613925306,0,1955,0,98148,47.4258,-122.322,3.0755469613925306,9364,22.025107639236275
51,5.537819095073274,5,2.5,3.4983105537896004,9134,1.0,0,0,4,8,3.214843848047698,1510,1966,0,98056,47.4934,-122.189,3.298853076409707,9133,17.58291780601552
52,5.778151250383644,3,1.75,3.1492191126553797,4080,1.0,0,0,4,7,3.0,410,1950,0,98117,47.6808,-122.384,3.1492191126553797,4080,7.902258655925617
53,5.76715586608218,2,1.75,3.296665190261531,8550,1.0,0,0,3,7,2.99563519459755,990,1981,0,98117,47.6989,-122.369,3.1702617153949575,6738,9.085782254385684
54,5.963787827345556,5,2.25,3.436162647040756,6000,1.5,0,0,3,8,3.3283796034387376,600,1927,0,98105,47.6571,-122.281,3.436162647040756,6000,4.758711686787496
55,5.946943270697825,4,2.5,3.45178643552429,5000,2.0,0,0,3,9,3.45178643552429,0,1995,0,98105,47.6597,-122.29,3.290034611362518,5000,4.610639063483891
56,5.4661258704182,4,2.5,3.3521825181113627,4495,2.0,0,0,3,7,3.3521825181113627,0,2008,0,98042,47.3663,-122.114,3.3521825181113627,4500,32.61076487610982
57,5.478566495593843,3,2.5,3.383815365980431,4750,2.0,0,0,3,8,3.383815365980431,0,2003,0,98042,47.3663,-122.122,3.429752280002408,4750,32.326828726972515
58,5.978180516937414,5,3.25,3.5118833609788744,14342,2.0,0,4,4,8,3.5118833609788744,0,1968,0,98008,47.588,-122.116,3.4712917110589387,11044,15.920395311883984
59,5.633468455579586,4,3.0,3.2671717284030137,9976,2.0,0,0,3,8,3.2671717284030137,0,1991,0,98059,47.5059,-122.149,3.3560258571931225,8542,18.427744084410488
60,5.812913356642856,3,2.25,3.3324384599156054,21235,1.0,0,3,4,8,3.2013971243204513,560,1959,0,98166,47.4336,-122.339,3.4099331233312946,18900,21.20129948565454
61,5.460897842756548,3,1.75,3.100370545117563,8400,1.0,0,0,3,7,3.100370545117563,0,1954,0,98148,47.4366,-122.335,3.110589710299249,8750,20.851023378067342
62,5.703291378118661,3,1.75,3.401228167498113,8690,2.0,0,0,5,8,3.401228167498113,0,1973,0,98166,47.4428,-122.344,3.3979400086720375,9500,20.209467609884392
63,5.739572344450092,3,1.75,3.187520720836463,1044,3.0,0,0,3,8,3.187520720836463,0,2014,0,98115,47.6765,-122.32,3.1986570869544226,3090,5.848705009015458
64,5.628388930050312,3,2.25,3.220108088040055,6000,1.0,0,0,3,7,3.0453229787866576,550,1979,0,98122,47.6113,-122.297,3.1583624920952498,4080,2.2823255102027358
65,5.501914678058426,3,2.75,3.4424797690644486,3809,1.5,0,0,5,7,3.247973266361807,1000,1925,0,98144,47.5747,-122.304,3.1583624920952498,4000,5.617035698543235
66,5.989004615698537,4,2.5,3.4345689040341987,11049,2.0,0,0,3,10,3.4345689040341987,0,1989,0,98004,47.5815,-122.192,3.439332693830263,11049,10.783005862618236
67,5.457881896733992,4,2.5,3.3502480183341627,4648,2.0,0,0,3,7,3.3502480183341627,0,2005,0,98001,47.3378,-122.257,3.346548558548474,4557,32.171972673643104
68,5.309630167425898,3,1.0,3.0,12070,1.0,0,0,4,7,3.0,0,1968,0,98042,47.3621,-122.11,3.0043213737826426,12635,33.16532130327443
69,6.122215878272827,5,2.25,3.505149978319906,20158,1.0,0,0,3,8,3.2041199826559246,1600,1965,0,98004,47.6303,-122.215,3.530199698203082,20158,7.996440689448311
70,6.017033339298781,5,3.25,3.678518379040114,50094,1.0,0,0,4,11,3.4871383754771865,1700,1973,0,98005,47.6525,-122.16,3.5477747053878224,38917,12.507020039140052
71,5.511883360978874,3,2.0,3.100370545117563,5612,1.0,0,0,4,7,3.100370545117563,0,1972,0,98034,47.7362,-122.179,3.214843848047698,4745,16.417358912058923
72,5.756636108245848,4,2.0,3.439332693830263,7807,1.5,0,0,5,7,3.3521825181113627,500,1916,0,98125,47.7168,-122.287,3.1789769472931693,7807,10.639333830193511
73,5.556302500767287,4,2.5,3.376576957056512,5000,2.0,0,0,3,8,3.376576957056512,0,2005,0,98038,47.3608,-122.036,3.383815365980431,5000,36.28728258543066
74,5.54282542695918,3,1.75,3.2528530309798933,50529,1.0,0,0,5,7,3.037426497940624,700,1965,0,98042,47.3511,-122.073,3.287801729930226,50529,35.62468177312368
75,5.920384242178358,4,4.0,3.5352941200427703,35102,2.0,0,0,4,10,3.3783979009481375,1040,1986,0,98075,47.5822,-121.987,3.510545010206612,35020,25.53742791585934
76,5.57978359661681,4,1.75,3.24551266781415,7300,1.0,0,0,3,7,2.9444826721501687,880,1956,0,98008,47.6034,-122.125,3.225309281725863,7500,14.908292319569087
77,5.681241237375588,3,1.0,3.0170333392987803,5060,1.0,0,0,3,7,3.0170333392987803,0,1941,0,98116,47.5636,-122.394,2.949390006644913,5060,8.667020620810801
78,5.6127838567197355,3,1.0,3.1492191126553797,5060,1.0,0,0,4,7,2.9590413923210934,500,1956,0,98133,47.7073,-122.34,3.0530784434834195,5693,9.382258478151627
79,5.857332496431268,4,2.5,3.537819095073274,39683,2.0,0,0,3,10,3.537819095073274,0,2002,0,98010,47.342,-122.025,3.525044807036845,39750,38.469181882379274
80,5.5910646070264995,3,2.5,3.3710678622717363,5100,2.0,0,0,3,8,3.3710678622717363,0,2003,0,98038,47.3512,-122.008,3.3710678622717363,5363,38.41242208292353
81,5.556302500767287,4,2.5,3.278753600952829,5889,2.0,0,0,3,7,3.278753600952829,0,1992,0,98038,47.349,-122.031,3.271841606536499,6405,37.57216817727382
82,5.550228353055094,2,1.0,3.305351369446624,6720,1.0,0,0,3,7,3.0043213737826426,1010,1948,0,98118,47.5474,-122.291,3.2355284469075487,6720,8.799094574303473
83,5.551449997972875,3,1.5,3.225309281725863,8712,1.0,0,0,3,8,3.225309281725863,0,1964,0,98059,47.4811,-122.149,3.2671717284030137,8797,20.484412572813362
84,5.498310553789601,3,1.0,2.9822712330395684,6634,1.0,0,0,3,6,2.9822712330395684,0,1952,0,98125,47.7264,-122.31,3.1958996524092336,7203,11.426082625271464
85,5.973127853599698,3,1.5,3.330413773349191,3600,2.0,0,0,3,9,3.278753600952829,240,1925,0,98119,47.6337,-122.365,3.305351369446624,4800,3.484161588609717
86,5.484299839346786,5,2.25,3.424881636631067,8400,1.5,0,0,5,7,3.424881636631067,0,1961,0,98092,47.2909,-122.189,3.2013971243204513,8165,38.3368339784206
87,5.663700925389648,3,3.25,3.4424797690644486,6278,2.0,0,0,3,9,3.296665190261531,790,2006,0,98056,47.5228,-122.199,3.278753600952829,7349,14.51070441154257
88,5.332438459915605,2,2.25,3.2068258760318495,2040,2.0,0,0,4,7,3.2068258760318495,0,1979,0,98056,47.518,-122.194,3.290034611362518,2025,15.1623549463469
89,5.525044807036846,2,1.75,3.012837224705172,1066,2.0,0,0,3,7,2.8836614351536176,265,2006,0,98136,47.5394,-122.387,3.012837224705172,1106,10.62726484117776
90,5.386498965550653,4,2.5,3.296665190261531,7403,2.0,0,0,3,7,3.296665190261531,0,1988,0,98023,47.2897,-122.372,3.296665190261531,7510,37.355000689213654
91,6.041345304993961,5,2.75,3.546542663478131,6353,2.0,0,0,4,10,3.546542663478131,0,2001,0,98199,47.6506,-122.391,3.401400540781544,6250,6.042225571462155
92,5.184691430817598,3,1.0,3.0791812460476247,10500,1.0,0,0,3,7,3.0791812460476247,0,1962,0,98023,47.322,-122.351,3.130333768495006,10500,33.64151923565545
93,5.633468455579586,3,1.5,3.1986570869544226,5000,1.0,0,0,3,8,3.110589710299249,290,1939,0,98117,47.687,-122.386,3.1958996524092336,4500,8.549013012687345
94,5.845098040014257,3,1.5,3.1986570869544226,5000,1.0,0,0,3,8,3.110589710299249,290,1939,0,98117,47.687,-122.386,3.1958996524092336,4500,8.549013012687345
95,5.956648579205203,4,2.5,3.5185139398778875,10250,1.0,0,0,3,7,3.3783979009481375,910,1946,1991,98040,47.5873,-122.249,3.290034611362518,6045,6.770730858689462
96,5.393575203269587,3,1.75,3.292256071356476,15681,1.0,0,0,3,7,3.292256071356476,0,1967,0,98032,47.3576,-122.277,3.2430380486862944,15616,29.79215551727546
97,5.298853076409706,4,1.5,3.0644579892269186,6400,1.0,0,0,4,7,3.0644579892269186,0,1975,0,98023,47.3036,-122.378,3.0644579892269186,6400,35.869579299788114
98,5.496929648073215,3,1.75,3.2576785748691846,41800,1.0,0,0,5,7,3.0827853703164503,600,1980,0,98038,47.4109,-121.958,3.2174839442139063,135036,36.168919885279195
99,5.640978057358332,3,2.5,3.3654879848909,36847,2.0,0,2,3,9,3.3654879848909,0,1992,0,98045,47.4838,-121.714,3.406540180433955,35065,48.26669128255646
100,5.929842794588423,3,2.5,3.315970345456918,13241,1.5,0,0,5,9,3.103803720955957,800,1910,0,98102,47.6415,-122.315,3.342422680822206,4500,2.007567272108826
101,5.744292983122676,3,2.0,3.296665190261531,3478,1.5,0,0,4,7,3.1583624920952498,540,1929,0,98117,47.6775,-122.372,3.2068258760318495,3478,7.086169775845463
102,5.845067017871888,3,2.25,3.3404441148401185,107593,2.0,0,0,4,8,3.3404441148401185,0,1983,0,98077,47.7731,-122.08,3.4099331233312946,47777,24.542179645510796
103,6.036628895362161,3,2.5,3.4653828514484184,8113,2.0,0,0,3,8,3.4653828514484184,0,1950,2010,98004,47.5814,-122.196,3.374748346010104,8113,10.518307656328158
104,5.4623979978989565,3,1.0,3.0827853703164503,33919,1.0,0,0,3,7,3.0827853703164503,0,1954,0,98058,47.4375,-122.184,3.214843848047698,14910,23.148694910071463
105,5.574031267727719,3,2.5,3.369215857410143,10005,1.0,0,0,4,8,3.164352855784437,880,1978,0,98058,47.4431,-122.133,3.3521825181113627,8162,24.584230104290036
106,5.662757831681574,3,1.0,3.2227164711475833,4005,1.5,0,0,4,7,3.0681858617461617,500,1939,0,98117,47.6878,-122.38,3.093421685162235,4005,8.374999794739697
107,5.275311354541811,2,1.75,3.093421685162235,2493,1.0,0,0,4,8,3.093421685162235,0,1985,0,98198,47.3813,-122.322,3.103803720955957,4966,26.972535154587508
108,5.832508912706237,4,2.5,3.496929648073215,28037,2.0,0,0,4,10,3.496929648073215,0,1991,0,98077,47.7304,-122.082,3.4756711883244296,35001,21.49883522501505
109,5.672097857935717,5,1.75,3.307496037913213,12342,2.0,0,0,4,7,3.307496037913213,0,1942,0,98052,47.6417,-122.109,3.3979400086720375,9433,16.052567182816816
110,5.776519584787812,4,2.5,3.3636119798921444,9624,2.0,0,0,3,8,3.3636119798921444,0,1984,0,98027,47.5386,-122.053,3.287801729930226,9636,22.27795780514147
111,5.7558748556724915,3,1.75,3.100370545117563,3328,1.0,0,0,5,6,2.845098040014257,560,1905,0,98103,47.6823,-122.349,3.1398790864012365,3536,6.826079182773505
112,5.435366506612661,3,1.75,3.187520720836463,12600,1.0,0,0,4,7,3.0644579892269186,380,1980,0,98038,47.3624,-122.031,3.187520720836463,11656,36.36894813650337
113,5.518448132698142,3,1.75,3.3180633349627615,5969,1.0,0,2,3,7,3.03342375548695,1000,1971,0,98108,47.5474,-122.295,3.3201462861110542,5500,8.726859686491231
114,5.681241237375588,4,2.5,3.509202522331103,16171,2.0,0,3,3,9,3.401400540781544,710,2001,0,98001,47.3183,-122.253,3.4216039268698313,8517,34.36077797370423
115,5.869525062857227,3,3.5,3.6414741105040997,6350,2.0,0,0,3,8,3.444044795918076,1600,1900,1999,98117,47.6981,-122.368,3.2624510897304293,6350,8.974395543445928
116,5.71474876072506,3,3.5,3.2013971243204513,1102,3.0,0,0,3,8,3.2013971243204513,0,2010,0,98103,47.6824,-122.347,3.2095150145426308,3166,6.791879186428296
117,5.312653295645662,2,1.0,2.9444826721501687,6780,1.0,0,0,4,6,2.9444826721501687,0,1945,0,98178,47.5009,-122.248,3.0755469613925306,6780,14.736628488354347
118,5.235023159495223,4,2.0,3.1958996524092336,9600,1.0,0,0,3,6,3.1958996524092336,0,1950,0,98168,47.4965,-122.303,3.27415784926368,9000,14.22895523768407
119,5.7283537820212285,4,1.0,3.2068258760318495,2982,1.5,0,0,4,7,3.2068258760318495,0,1925,0,98144,47.587,-122.294,3.2068258760318495,4040,4.576417410384176
120,5.819543935541868,3,2.5,3.380211241711606,6474,1.0,0,2,3,8,3.1931245983544616,840,1964,0,98177,47.7728,-122.386,3.369215857410143,10856,17.25997488693792
121,5.592731766393962,3,2.0,3.161368002234975,9132,1.0,0,0,3,7,3.161368002234975,0,1987,0,98034,47.7288,-122.226,3.1986570869544226,9104,13.670579719748352
122,5.596597095626461,2,1.0,2.886490725172482,6000,1.0,0,0,3,6,2.886490725172482,0,1953,0,98117,47.6999,-122.364,3.2329961103921536,6000,9.047045621204115
123,5.648360010980932,4,1.75,3.322219294733919,4400,1.5,0,0,5,7,3.2355284469075487,380,1924,0,98118,47.5299,-122.266,3.2671717284030137,4400,11.239556253832102
124,5.886490725172482,3,2.25,3.4638929889859074,10204,2.0,0,0,3,9,3.4638929889859074,0,1990,0,98052,47.6897,-122.098,3.4313637641589874,13992,18.27717012116714
125,6.161368002234975,4,2.75,3.439332693830263,17789,1.5,0,0,3,8,3.296665190261531,770,1914,1992,98004,47.6141,-122.212,3.48572142648158,11275,8.263616245691042
126,5.648360010980932,3,2.25,3.322219294733919,8201,1.0,0,2,3,8,3.2095150145426308,480,1967,0,98178,47.5091,-122.244,3.424881636631067,8712,14.016257254899203
127,5.414973347970818,4,2.25,3.3344537511509307,8811,1.0,0,0,3,8,3.1335389083702174,800,1978,0,98023,47.3129,-122.39,3.3201462861110542,8400,34.966423067625406
128,5.9151359066220115,5,3.5,3.3654879848909,4960,2.0,0,0,5,7,3.2355284469075487,600,1926,0,98103,47.6763,-122.352,3.230448921378274,4960,6.275176390463384
129,5.633468455579586,4,2.5,3.315970345456918,4310,2.0,0,0,3,7,3.315970345456918,0,2004,0,98065,47.5319,-121.85,3.294466226161593,3748,36.87873314950778
130,5.326335860928752,3,1.75,3.0253058652647704,7875,1.0,0,0,4,7,3.0253058652647704,0,1986,0,98092,47.2761,-122.152,3.1522883443830563,7680,40.713757107299884
131,5.819872821950546,4,2.25,3.303196057420489,9603,1.0,0,0,3,8,3.1583624920952498,570,1986,0,98027,47.5343,-122.054,3.3138672203691533,9793,22.41895954124735
132,5.894316062684439,3,3.5,3.59659709562646,111078,1.5,0,0,3,9,3.3909351071033793,1490,1989,0,98052,47.697,-122.072,3.3944516808262164,88500,20.390692726208943
133,5.656333980035956,3,2.5,3.303196057420489,2287,2.0,0,0,3,8,3.143014800254095,620,2014,0,98029,47.5517,-121.998,3.2278867046136734,1662,25.584866962585195
134,5.829303772831025,4,3.5,3.330413773349191,2278,3.0,0,0,3,9,3.330413773349191,0,2005,0,98107,47.6734,-122.38,3.187520720836463,2285,7.0682128847761385
135,5.298853076409706,3,1.75,3.12057393120585,17390,1.0,0,0,4,7,3.12057393120585,0,1956,0,98003,47.3257,-122.296,3.1903316981702914,19265,33.207282417488976
136,5.342422680822207,4,1.75,3.305351369446624,7840,1.0,0,0,3,7,3.0043213737826426,1010,1968,0,98003,47.3309,-122.299,3.2430380486862944,8140,32.617840275705326
137,5.6551384348113825,4,2.25,3.413299764081252,10002,1.0,0,0,4,8,3.1271047983648077,1250,1968,0,98028,47.7689,-122.266,3.1903316981702914,10436,16.64134802218582
138,5.582631439489637,2,1.0,3.0755469613925306,4440,1.0,0,0,3,6,3.0755469613925306,0,1981,0,98125,47.7135,-122.287,3.0253058652647704,5715,10.283523074462032
139,5.715961582542223,3,2.25,3.0681858617461617,1249,3.0,0,0,3,8,3.0681858617461617,0,2014,0,98107,47.6722,-122.381,3.130333768495006,1310,7.012944216688873
140,5.8228216453031045,2,1.0,3.0453229787866576,3200,1.0,0,0,3,7,3.0453229787866576,0,1925,0,98119,47.6338,-122.358,3.0681858617461617,3600,2.9930365632219433
141,5.722387094177123,5,2.5,3.450249108319361,9375,1.0,0,0,4,8,3.1903316981702914,1270,1968,0,98006,47.5707,-122.128,3.450249108319361,9375,15.671136750697183
142,5.311753861055754,3,1.0,3.2068258760318495,8579,1.0,0,0,4,7,3.0043213737826426,600,1962,0,98058,47.4563,-122.171,3.2068258760318495,8579,21.787638692080762
143,5.623249290397901,3,1.0,3.0253058652647704,8097,1.0,0,0,4,7,2.9731278535996988,120,1923,0,98133,47.7144,-122.351,3.1931245983544616,7940,10.311823170098538
144,5.698970004336019,4,2.25,3.307496037913213,8517,1.0,0,0,4,8,3.1398790864012365,650,1961,0,98006,47.5495,-122.174,3.3483048630481607,8824,13.80706197237803
145,5.964495339555093,4,2.5,3.5646660642520893,315374,2.0,0,0,4,9,3.5646660642520893,0,1994,0,98077,47.7421,-122.026,3.4533183400470375,87991,25.752317292927543
146,5.949390006644912,4,1.0,3.406540180433955,4000,2.0,0,0,3,8,3.374748346010104,180,1905,0,98109,47.6354,-122.353,3.342422680822206,4000,2.7259281103974446
147,5.633468455579586,2,2.5,3.383815365980431,60984,2.0,0,0,3,7,3.383815365980431,0,2007,0,98027,47.5262,-121.943,3.287801729930226,193842,30.440853240832336
148,5.41161970596323,5,2.0,3.3541084391474008,12500,1.0,0,0,4,8,3.0530784434834195,1130,1960,0,98032,47.3887,-122.286,3.1335389083702174,18000,26.282056014840492
149,5.708420900134713,3,1.0,3.155336037465062,3455,1.0,0,0,3,7,2.9912260756924947,450,1947,0,98103,47.6873,-122.336,3.161368002234975,4599,7.138915142932612
150,5.726050388438431,3,2.0,3.1335389083702174,3090,2.0,0,0,3,8,3.1335389083702174,0,1990,0,98103,47.6838,-122.353,3.1760912590556813,3090,7.081293882922197
151,5.748188027006201,3,1.0,3.0453229787866576,5000,1.5,0,0,3,7,3.0453229787866576,0,1947,0,98107,47.655,-122.359,3.1522883443830563,5000,4.485956798304096
152,5.451709698271347,3,1.0,3.0969100130080562,8200,1.0,0,0,4,7,3.0969100130080562,0,1954,0,98003,47.3255,-122.304,3.225309281725863,8633,33.20078669849206
153,6.352182518111363,4,3.25,3.714329759745233,19850,2.0,0,3,3,12,3.5490032620257876,1640,2006,0,98006,47.562,-122.162,3.499687082618404,9750,13.79535505787947
154,5.544068044350276,1,1.0,2.845098040014257,5100,1.0,0,0,3,7,2.845098040014257,0,1942,0,98115,47.679,-122.3,3.0043213737826426,5100,6.325497085499674
155,5.332438459915605,3,1.0,3.0718820073061255,7669,1.0,0,0,4,7,3.0718820073061255,0,1967,0,98058,47.4479,-122.176,3.0755469613925306,7669,22.40622292588887
156,5.812913356642856,5,3.5,3.597695185925512,25245,2.0,0,0,3,9,3.3979400086720375,1460,1996,0,98056,47.525,-122.172,3.4216039268698313,13675,15.701172794581673
